id,external_id,merchant_id,amount,transaction_time,bank_reference,description,type,metadata_json
btxn_da011bdc88f4,btxn_da011bdc88f4,merch_7942a95e,21807.66,2026-01-06T20:00:00,pay_8b0de6c62a37,Settlement setl_2be56bc59d3a,CREDIT,{}
btxn_80a06f5b834d,btxn_80a06f5b834d,merch_7942a95e,4209.21,2026-01-15T04:27:00,pay_92c1070b8dc1,Settlement setl_1707bc86e8bf,CREDIT,{}
btxn_f0a8f24e7d13,btxn_f0a8f24e7d13,merch_7942a95e,9835.62,2026-01-31T04:49:00,pay_d661c8003bf9,Settlement setl_192fe7c0163a,CREDIT,{}
btxn_b89793616ce1,btxn_b89793616ce1,merch_7942a95e,7415.3,2026-01-11T00:19:00,pay_0be93e5d8e95,Settlement setl_fa8ca0ce9bcb,CREDIT,{}
btxn_77d9e9c52ea5,btxn_77d9e9c52ea5,merch_7942a95e,9578.85,2026-01-21T05:20:00,pay_06a61bc3625d,Settlement setl_ca5ba35475f9,CREDIT,{}
btxn_821626cdbf59,btxn_821626cdbf59,merch_7942a95e,16805.43,2026-01-03T16:41:00,pay_e95daeb6ca59,Settlement setl_0f7e17edd8d2,CREDIT,{}
btxn_e4603f265efa,btxn_e4603f265efa,merch_7942a95e,17537.23,2026-01-13T06:02:00,pay_94045ee64566,Settlement setl_8c711eeff10b,CREDIT,{}
btxn_08e1feb293de,btxn_08e1feb293de,merch_7942a95e,45705.24,2026-01-29T08:51:00,pay_ae99a0c17845,Settlement setl_08d74460f067,CREDIT,{}
btxn_18f91fcf29b2,btxn_18f91fcf29b2,merch_7942a95e,23385.37,2026-01-07T21:22:00,pay_a8bb2e6a2690,Settlement setl_5e61ed8c6b54,CREDIT,{}
btxn_61723b2a8176,btxn_61723b2a8176,merch_7942a95e,26741.63,2026-01-02T02:38:00,pay_f9b84cbb7858,Settlement setl_72faa26081f7,CREDIT,{}
btxn_cf8e73e7e1f1,btxn_cf8e73e7e1f1,merch_7942a95e,2385.03,2026-01-19T12:43:00,pay_1cfaa6695058,Settlement setl_77e6b71cc7ff,CREDIT,{}
btxn_f337b347a466,btxn_f337b347a466,merch_7942a95e,16512.34,2026-02-02T00:06:00,pay_7b574bd6507a,Settlement setl_59b24d39fdaf,CREDIT,{}
btxn_9831297236c2,btxn_9831297236c2,merch_7942a95e,45412.29,2026-01-15T08:40:00,pay_ff78788c25b1,Settlement setl_4edfb6318dc7,CREDIT,{}
btxn_6981e44892f0,btxn_6981e44892f0,merch_7942a95e,4714.41,2026-01-14T15:55:00,pay_6c3ada79cf37,Settlement setl_596ca6b26d00,CREDIT,{}
btxn_778d06c42ac2,btxn_778d06c42ac2,merch_7942a95e,29646.66,2026-01-28T14:16:00,pay_0c6986c48f3b,Settlement setl_59f97f6e15cc,CREDIT,{}
btxn_42fb2da614d0,btxn_42fb2da614d0,merch_7942a95e,17651.87,2026-01-04T10:43:00,pay_4e7478ecc9df,Settlement setl_9c3a5e98008b,CREDIT,{}
btxn_a8c50e7d3c3d,btxn_a8c50e7d3c3d,merch_7942a95e,15739.3,2026-01-09T20:07:00,pay_cf72e0a3d935,Settlement setl_0ffc0b7679ac,CREDIT,{}
btxn_c11a4819ef3f,btxn_c11a4819ef3f,merch_7942a95e,6533.81,2026-01-23T06:18:00,pay_7e5a415382f0,Settlement setl_4e93e80f82bb,CREDIT,{}
btxn_eaf8c7c1c440,btxn_eaf8c7c1c440,merch_7942a95e,13186.68,2026-01-09T15:33:00,pay_ea19d15264f5,Settlement setl_fc74980b0009,CREDIT,{}
btxn_c512546a2682,btxn_c512546a2682,merch_7942a95e,37158.02,2026-01-04T13:01:00,pay_149e81b26f58,Settlement setl_99b93aa33dbc,CREDIT,{}
btxn_179594087168,btxn_179594087168,merch_7942a95e,3408.12,2026-01-30T11:15:00,pay_92d9b2a6e1b8,Settlement setl_7a90b605bd39,CREDIT,{}
btxn_b9f3198ba96e,btxn_b9f3198ba96e,merch_7942a95e,40579.63,2026-01-04T13:35:00,wrong_pay_95cd86911e0a,Settlement setl_d4faaf48bb95,CREDIT,{}
btxn_26cf74b26223,btxn_26cf74b26223,merch_7942a95e,17828.39,2026-01-25T19:02:00,pay_bd4865aec2e9,Settlement setl_10f690e8f0e0,CREDIT,{}
btxn_12f4adcb42d1,btxn_12f4adcb42d1,merch_7942a95e,36243.26,2026-01-31T02:28:00,pay_7189e82327e7,Settlement setl_21c479a84a3a,CREDIT,{}
btxn_114acb685b9f,btxn_114acb685b9f,merch_7942a95e,22962.19,2026-01-23T00:00:00,pay_0d9834e27d76,Settlement setl_f89257e0833b,CREDIT,{}
btxn_d7e416ba9117,btxn_d7e416ba9117,merch_7942a95e,7867.59,2026-01-22T15:11:00,pay_f6586e07813f,Settlement setl_c4eff25c7fac,CREDIT,{}
btxn_559b018337da,btxn_559b018337da,merch_7942a95e,41732.97,2026-01-03T01:52:00,pay_14377f3b800d,Settlement setl_8a3e006bffc6,CREDIT,{}
btxn_59458a612e02,btxn_59458a612e02,merch_7942a95e,14283.31,2026-01-14T00:57:00,pay_2d7232b2a4bd,Settlement setl_afad0033b617,CREDIT,{}
btxn_3fea09b82643,btxn_3fea09b82643,merch_7942a95e,28843.62,2026-01-13T19:53:00,pay_19212f40ece5,Settlement setl_85d268734c6f,CREDIT,{}
btxn_181149feacc1,btxn_181149feacc1,merch_7942a95e,33864.95,2026-01-07T18:16:00,pay_5cdbb8febf8b,Settlement setl_c6579eabe1a9,CREDIT,{}
btxn_4de5607a36e9,btxn_4de5607a36e9,merch_7942a95e,20681.66,2026-01-10T21:19:00,pay_1151c5d24829,Settlement setl_e21defd80b8e,CREDIT,{}
btxn_3bd282e04eb1,btxn_3bd282e04eb1,merch_7942a95e,38540.11,2026-01-03T00:16:00,wrong_pay_d0b1485e2cbe,Settlement setl_06df81f06e0d,CREDIT,{}
btxn_127d4b04dc60,btxn_127d4b04dc60,merch_7942a95e,43865.86,2026-01-24T02:10:00,pay_01640b865117,Settlement setl_c477f8d76344,CREDIT,{}
btxn_c70db1c1b0b1,btxn_c70db1c1b0b1,merch_7942a95e,16161.16,2026-01-13T14:10:00,pay_86eea47e102c,Settlement setl_325b5b1d20ce,CREDIT,{}
btxn_61c9623f04e7,btxn_61c9623f04e7,merch_7942a95e,401.78,2026-01-19T16:29:00,pay_2bbe82a6d2a1,Settlement setl_dd392c17a925,CREDIT,{}
btxn_8f75ff94857f,btxn_8f75ff94857f,merch_7942a95e,36602.72,2026-01-07T12:36:00,pay_d95d13b2dc4f,Settlement setl_c3776ff3193a,CREDIT,{}
btxn_c46353aee03d,btxn_c46353aee03d,merch_7942a95e,20007.19,2026-01-23T20:09:00,pay_60a721d9149c,Settlement setl_42eb3c8cd247,CREDIT,{}
btxn_bc7e86b5813f,btxn_bc7e86b5813f,merch_7942a95e,39689.31,2026-01-14T12:49:00,pay_b0a6b51d4e62,Settlement setl_c99bb0d7d6d5,CREDIT,{}
btxn_6c45b7737c11,btxn_6c45b7737c11,merch_7942a95e,39757.31,2026-01-14T07:15:00,pay_83fa9bc784fa,Settlement setl_142bdb567beb,CREDIT,{}
btxn_93211288a1ec,btxn_93211288a1ec,merch_7942a95e,9309.0,2026-01-25T03:05:00,pay_8d5c54b291df,Settlement setl_cf9f55032526,CREDIT,{}
btxn_99558aba72bd,btxn_99558aba72bd,merch_7942a95e,48798.5,2026-01-16T12:32:00,pay_5839ad2c97fb,Settlement setl_34e7a99e69f4,CREDIT,{}
btxn_e53f19240903,btxn_e53f19240903,merch_7942a95e,49625.46,2026-01-15T21:55:00,pay_56f8b42bf1ea,Settlement setl_459bc4c502b3,CREDIT,{}
btxn_121e7286daf5,btxn_121e7286daf5,merch_7942a95e,48044.36,2026-01-21T06:30:00,pay_f9a7b43ee5a2,Settlement setl_4ed01c4b90da,CREDIT,{}
btxn_a911c3b646a8,btxn_a911c3b646a8,merch_7942a95e,49572.72,2026-01-16T07:29:00,pay_c263ea392833,Settlement setl_4fa62c7b9a5e,CREDIT,{}
btxn_b3fdbb557a46,btxn_b3fdbb557a46,merch_7942a95e,15067.3,2026-01-16T21:29:00,pay_e426b151daaa,Settlement setl_e12b9f6cd6b4,CREDIT,{}
btxn_ecf94c10fdc7,btxn_ecf94c10fdc7,merch_7942a95e,46022.46,2026-01-23T16:12:00,pay_9e48a92b1ba7,Settlement setl_3d257dc4989c,CREDIT,{}
btxn_983008ceb745,btxn_983008ceb745,merch_7942a95e,19111.72,2026-01-30T12:53:00,pay_fac01fc707cc,Settlement setl_f5376321d158,CREDIT,{}
btxn_eae231c1aca2,btxn_eae231c1aca2,merch_7942a95e,39191.46,2026-01-31T19:27:00,pay_9f368acc77b1,Settlement setl_2d98649ebfcf,CREDIT,{}
btxn_4e74a461d987,btxn_4e74a461d987,merch_7942a95e,29478.16,2026-01-08T06:14:00,pay_460e212c0525,Settlement setl_dea12a164908,CREDIT,{}
btxn_fc940e06fd70,btxn_fc940e06fd70,merch_7942a95e,48794.84,2026-02-01T03:49:00,pay_c61fcacdc66e,Settlement setl_635d31781c6d,CREDIT,{}
btxn_9775a193ff40,btxn_9775a193ff40,merch_7942a95e,46981.57,2026-01-08T08:33:00,pay_e8311940b59a,Settlement setl_4bea8e3fafa0,CREDIT,{}
btxn_2e728b94e94b,btxn_2e728b94e94b,merch_7942a95e,23865.8,2026-01-28T13:22:00,pay_d85f515b94a2,Settlement setl_99f07387aaab,CREDIT,{}
btxn_8686dd47d384,btxn_8686dd47d384,merch_7942a95e,32317.41,2026-01-05T07:37:00,pay_81ebf10c6a57,Settlement setl_e85770be21d0,CREDIT,{}
btxn_7a2974d1fe76,btxn_7a2974d1fe76,merch_7942a95e,20056.74,2026-01-27T11:49:00,pay_4e58e969a4d2,Settlement setl_1f89e059b8e9,CREDIT,{}
btxn_b5e65a9f3faf,btxn_b5e65a9f3faf,merch_7942a95e,33857.09,2026-01-12T22:19:00,pay_ae923c3b6cc7,Settlement setl_a953397885f0,CREDIT,{}
btxn_7e7856e35c01,btxn_7e7856e35c01,merch_7942a95e,23529.39,2026-01-10T19:38:00,pay_e23456ac9746,Settlement setl_34c661889389,CREDIT,{}
btxn_3e677bcf7309,btxn_3e677bcf7309,merch_7942a95e,46731.97,2026-02-01T15:45:00,pay_5fb4939ea211,Settlement setl_ac4888887bb7,CREDIT,{}
btxn_4cddb544edb7,btxn_4cddb544edb7,merch_7942a95e,18011.23,2026-01-20T12:43:00,wrong_pay_fa1afa87cc56,Settlement setl_a3fd4f5132b3,CREDIT,{}
btxn_24882f66e978,btxn_24882f66e978,merch_7942a95e,44710.42,2026-01-31T10:24:00,pay_af2881861f2e,Settlement setl_c7c594a338bb,CREDIT,{}
btxn_2abcc0752249,btxn_2abcc0752249,merch_7942a95e,33299.94,2026-01-28T19:05:00,pay_b89c0c8a3734,Settlement setl_be70110d2377,CREDIT,{}
btxn_1a781ea999c1,btxn_1a781ea999c1,merch_7942a95e,38682.07,2026-01-23T08:07:00,pay_b85bd03b940f,Settlement setl_937f9caef92e,CREDIT,{}
btxn_3195a0e0247a,btxn_3195a0e0247a,merch_7942a95e,48848.59,2026-01-29T09:03:00,pay_4195e9166910,Settlement setl_d948cb6e71cd,CREDIT,{}
btxn_107264ec163e,btxn_107264ec163e,merch_7942a95e,28154.08,2026-01-07T22:00:00,pay_d0dcbb533b64,Settlement setl_e232e293170f,CREDIT,{}
btxn_2d94e47941fd,btxn_2d94e47941fd,merch_7942a95e,13501.68,2026-01-25T07:10:00,pay_464ee911179c,Settlement setl_0003b825b3f8,CREDIT,{}
btxn_25772ce5523d,btxn_25772ce5523d,merch_7942a95e,1743.78,2026-01-13T17:09:00,pay_c9d5ec06a751,Settlement setl_f6a99158745f,CREDIT,{}
btxn_9b64dc5ad732,btxn_9b64dc5ad732,merch_7942a95e,17761.55,2026-01-10T09:20:00,pay_d30b2ae75eb7,Settlement setl_d304a4bc3ae1,CREDIT,{}
btxn_58f4da49fc12,btxn_58f4da49fc12,merch_7942a95e,21636.62,2026-01-05T21:05:00,pay_9492c74d425c,Settlement setl_4b98a9e2005e,CREDIT,{}
btxn_836deca8f69f,btxn_836deca8f69f,merch_7942a95e,34322.87,2026-01-12T17:24:00,pay_cb8e6dd7ebd1,Settlement setl_4c8f179851cc,CREDIT,{}
btxn_d48373f93881,btxn_d48373f93881,merch_7942a95e,41922.97,2026-01-29T09:13:00,pay_d78dc3b8b30a,Settlement setl_03d88d35d0cf,CREDIT,{}
