id,external_id,merchant_id,amount,currency,payment_time,customer_reference,order_reference,status,metadata_json
pay_heldout_0034,pay_heldout_0034,merch_001,17031.2,INR,2026-01-28T03:15:00,cust_4139,order_34931,captured,{}
pay_heldout_0035,pay_heldout_0035,merch_001,7095.1,INR,2026-01-06T08:29:00,cust_5092,order_19880,captured,{}
pay_heldout_0036,pay_heldout_0036,merch_001,43081.32,INR,2026-01-18T03:03:00,cust_9856,order_11934,captured,{}
pay_heldout_0037,pay_heldout_0037,merch_001,46325.71,INR,2026-01-28T07:10:00,cust_7658,order_73653,captured,{}
pay_heldout_0038,pay_heldout_0038,merch_001,43246.05,INR,2026-01-29T01:10:00,cust_7209,order_10282,captured,{}
pay_heldout_0039,pay_heldout_0039,merch_001,13333.63,INR,2026-01-26T14:18:00,cust_7930,order_82845,captured,{}
pay_heldout_0040,pay_heldout_0040,merch_001,24384.9,INR,2026-01-07T09:13:00,cust_1958,order_85914,captured,{}
pay_heldout_0041,pay_heldout_0041,merch_001,3141.78,INR,2026-01-11T01:03:00,cust_8811,order_75909,captured,{}
pay_heldout_0042,pay_heldout_0042,merch_001,26603.19,INR,2026-01-02T16:05:00,cust_4044,order_18981,captured,{}
pay_heldout_0043,pay_heldout_0043,merch_001,33793.11,INR,2026-01-08T12:07:00,cust_5033,order_85880,captured,{}
pay_heldout_0044,pay_heldout_0044,merch_001,31007.14,INR,2026-01-14T21:37:00,cust_9565,order_51467,captured,{}
pay_heldout_0045,pay_heldout_0045,merch_001,10292.53,INR,2026-01-23T10:15:00,cust_5351,order_61876,captured,{}
pay_heldout_0046,pay_heldout_0046,merch_001,32310.49,INR,2026-01-15T10:59:00,cust_2188,order_11220,captured,{}
pay_heldout_0047,pay_heldout_0047,merch_001,49922.88,INR,2026-01-04T02:34:00,cust_4492,order_76307,captured,{}
pay_heldout_0048,pay_heldout_0048,merch_001,46669.64,INR,2026-01-29T02:56:00,cust_5002,order_58434,captured,{}
pay_heldout_0049,pay_heldout_0049,merch_001,21965.41,INR,2026-01-18T22:19:00,cust_9666,order_11025,captured,{}
