id,external_id,merchant_id,amount,transaction_time,bank_reference,description,type,metadata_json
btxn_heldout_0027,btxn_heldout_0027,merch_001,20009.72,2026-01-23T22:23:00,pay_heldout_0027,Settlement setl_heldout_0027,CREDIT,{}
btxn_heldout_0028,btxn_heldout_0028,merch_001,12470.49,2026-01-04T12:01:00,pay_heldout_0028,Settlement setl_heldout_0028,CREDIT,{}
btxn_heldout_0029,btxn_heldout_0029,merch_001,3642.55,2026-01-22T03:14:00,wrong_pay_heldout_0029,Settlement setl_heldout_0029,CREDIT,{}
btxn_heldout_0030,btxn_heldout_0030,merch_001,3635.78,2026-01-09T10:42:00,pay_heldout_0030,Settlement setl_heldout_0030,CREDIT,{}
btxn_heldout_0031,btxn_heldout_0031,merch_001,36195.29,2026-01-30T20:36:00,pay_heldout_0031,Settlement setl_heldout_0031,CREDIT,{}
btxn_heldout_0032,btxn_heldout_0032,merch_001,40394.1,2026-01-08T05:06:00,pay_heldout_0032,Settlement setl_heldout_0032,CREDIT,{}
btxn_heldout_0033,btxn_heldout_0033,merch_001,23404.53,2026-01-25T03:43:00,pay_heldout_0033,Settlement setl_heldout_0033,CREDIT,{}
btxn_heldout_0034,btxn_heldout_0034,merch_001,17031.2,2026-01-29T05:15:00,pay_heldout_0034,Settlement setl_heldout_0034,CREDIT,{}
btxn_heldout_0035,btxn_heldout_0035,merch_001,7095.1,2026-01-07T10:29:00,pay_heldout_0035,Settlement setl_heldout_0035,CREDIT,{}
btxn_heldout_0036,btxn_heldout_0036,merch_001,43081.32,2026-01-19T05:03:00,pay_heldout_0036,Settlement setl_heldout_0036,CREDIT,{}
btxn_heldout_0036_ambig,btxn_heldout_0036_ambig,merch_001,43081.32,2026-01-19T05:03:00,pay_heldout_0036,Settlement setl_heldout_0036,CREDIT,{}
btxn_heldout_0037,btxn_heldout_0037,merch_001,46325.71,2026-01-29T09:10:00,pay_heldout_0037,Settlement setl_heldout_0037,CREDIT,{}
btxn_heldout_0038,btxn_heldout_0038,merch_001,43246.05,2026-01-30T03:10:00,pay_heldout_0038,Settlement setl_heldout_0038,CREDIT,{}
btxn_heldout_0038_ambig,btxn_heldout_0038_ambig,merch_001,43246.05,2026-01-30T03:10:00,pay_heldout_0038,Settlement setl_heldout_0038,CREDIT,{}
btxn_heldout_0040,btxn_heldout_0040,merch_001,24384.9,2026-01-08T11:13:00,pay_heldout_0040,Settlement setl_heldout_0040,CREDIT,{}
btxn_heldout_0042,btxn_heldout_0042,merch_001,26603.19,2026-01-03T18:05:00,pay_heldout_0042,Settlement setl_heldout_0042,CREDIT,{}
btxn_heldout_0043,btxn_heldout_0043,merch_001,33793.11,2026-01-09T14:07:00,pay_heldout_0043,Settlement setl_heldout_0043,CREDIT,{}
btxn_heldout_0045,btxn_heldout_0045,merch_001,10292.53,2026-01-24T12:15:00,pay_heldout_0045,Settlement setl_heldout_0045,CREDIT,{}
btxn_heldout_0046,btxn_heldout_0046,merch_001,32310.49,2026-01-16T12:59:00,pay_heldout_0046,Settlement setl_heldout_0046,CREDIT,{}
btxn_heldout_0047,btxn_heldout_0047,merch_001,49922.88,2026-01-05T04:34:00,pay_heldout_0047,Settlement setl_heldout_0047,CREDIT,{}
btxn_heldout_0048,btxn_heldout_0048,merch_001,46669.64,2026-01-30T04:56:00,pay_heldout_0048,Settlement setl_heldout_0048,CREDIT,{}
